Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
7540622817,G98BVF,NJ,PAS,09/09/2014,37,SUBN,DODGE,T,44930,29230,87630,01/01/88888888 12:00:00 PM,0090,90,90,358930,T301,H,0433P,0406P,K,F,45,Graham Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,0,328-3058,0,15 3,37-Expired Muni Meter,,,,,,,,,,,
7468795666,33451MB,NY,COM,05/26/2015,21,VAN,FORD,T,23940,17040,17130,01/01/20161024 12:00:00 PM,107,107,107,361861,T402,G,0843A,,Q,O,84-06,159th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,RED,,2003,,0,08 4,21-No Parking (street clean),,,,,,,,,,,
7665067440,JFS9782,PA,PAS,11/29/2014,38,2DSD,AUDI,T,10110,19190,19210,01/01/20150188 12:00:00 PM,0019,19,19,355156,T103,A,0906A,,NY,F,2170,2nd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,0,,0,A 77,38-Failure to Display Muni Rec,,,,,,,,,,,
7236306897,18846MC,NY,COM,07/31/2014,14,DELV,NS/OT,T,18250,25390,27790,01/01/20150430 12:00:00 PM,0019,19,19,345536,T503,B1,0109P,,NY,F,41,E 63rd St,,01/05/0001 12:00:00 PM,408,c,,Y,0700A,0700P,WHITE,,0,,0,17 7,14-No Standing,,,,,,,,,,,
7553907455,W73DRS,NJ,PAS,01/12/2015,21,4DSD,NISSA,T,45130,19530,18630,01/01/88888888 12:00:00 PM,0090,90,90,345228,T301,A,0850A,,K,F,147,Grand St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,TAN,,0,,0,14 3,21-No Parking (street clean),,,,,,,,,,,
7553907455,W73DRS,NJ,PAS,01/12/2015,21,4DSD,NISSA,T,45130,19530,18630,01/01/88888888 12:00:00 PM,0090,90,90,345228,T301,A,0850A,,K,F,147,Grand St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,TAN,,0,,0,14 3,21-No Parking (street clean),,,,,,,,,,,
7557194007,CME3770,NY,PAS,12/11/2014,71,SUBN,SUBAR,T,78230,19530,18630,01/01/20150604 12:00:00 PM,0090,90,90,358649,T301,H,0232P,,K,O,113,S 2nd St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2005,,0,14 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7166745757,GEB3048,NY,PAS,08/25/2014,38,4DSD,HYUND,T,39800,40404,40404,01/01/20150114 12:00:00 PM,122,122,122,356557,T303,E,0259P,,R,I,,New Dorp Lane Munici,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GY,,2010,,0,03-P,38-Failure to Display Muni Rec,,,,,,,,,,,
8005280350,55065MB,NY,COM,11/24/2014,69,VAN,WORKH,T,34410,10410,13610,01/01/88888888 12:00:00 PM,0014,14,14,359305,T102,M,0448P,,NY,F,11,W 32nd St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0600P,BROWN,,2011,,0,22 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7758777260,GLY1430,NY,PAS,01/03/2015,14,4DSD,TOYOT,T,18290,17740,17990,01/01/20160309 12:00:00 PM,102,102,102,356555,T803,A,1143P,,Q,F,8719,91st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GY,,2003,,0,I 42,14-No Standing,,,,,,,,,,,
7758777260,GLY1430,NY,PAS,01/03/2015,14,4DSD,TOYOT,T,18290,17740,17990,01/01/20160309 12:00:00 PM,102,102,102,356555,T803,A,1143P,,Q,F,8719,91st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GY,,2003,,0,I 42,14-No Standing,,,,,,,,,,,
7846676386,75455MC,NY,COM,07/28/2014,42,VAN,MITSU,T,10510,34810,34830,01/01/20151231 12:00:00 PM,0018,18,18,355231,T102,H,1121A,,NY,O,1301,6th Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0400P,WH,,2012,143-3313,0,99 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,
7576361815,EDT9406,NY,PAS,01/21/2015,71,4DSD,PORSC,T,77150,50020,78485,01/01/20151023 12:00:00 PM,0043,43,43,361790,T202,E,1202P,,BX,F,1354,White Plains Rd,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2014,,0,04A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7576361815,EDT9406,NY,PAS,01/21/2015,71,4DSD,PORSC,T,77150,50020,78485,01/01/20151023 12:00:00 PM,0043,43,43,361790,T202,E,1202P,,BX,F,1354,White Plains Rd,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2014,,0,04A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8035751074,GXM6310,NY,PAS,05/30/2015,37,4DSD,SUBAR,T,0,40404,40404,01/01/20170507 12:00:00 PM,0084,84,84,361328,T301,H,0232P,0220P,K,F,340,Flatbush Ave Exten,,01/01/20150530 12:00:00 PM,408,h1,,Y,0900A,0400P,BK,,2014,301-3673,0,06 3,37-Expired Muni Meter,,,,,,,,,,,
7055049702,XU399F,NJ,PAS,05/09/2015,14,DELV,UD,T,10910,34750,34770,01/01/88880088 12:00:00 PM,0017,17,17,356212,T106,A,1030A,,NY,F,729,9th Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,SILVE,,0,,0,99 6,14-No Standing,,,,,,,,,,,
7715539594,62417JM,NY,COM,10/29/2014,20,VAN,INTER,T,10210,18670,18690,01/01/88888888 12:00:00 PM,0019,19,19,358246,T103,N,0256P,1200P,NY,O,1505,3rd Ave,,01/01/20141029 12:00:00 PM,408,d,,YYYYYYY,,,BROWN,,0,,0,56 7,20-No Parking (Com Plate),,,,,,,,,,,
8017257454,GRD8338,NY,PAS,12/05/2014,21,SUBN,HONDA,T,57520,19540,19740,01/01/20160521 12:00:00 PM,110,110,110,341274,T401,L,0841A,,Q,F,102-32,Nicolls Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GY,,2006,,0,O 41,21-No Parking (street clean),,,,,,,,,,,
7799971009,FPJ1465,NY,PAS,08/28/2014,38,SUBN,LEXUS,T,8320,55520,77150,01/01/20150811 12:00:00 PM,0049,49,49,359283,T202,F,0552P,,BX,F,677,Allerton Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,LTG,,2004,,0,11P,38-Failure to Display Muni Rec,,,,,,,,,,,
8024714814,GVJ6924,NY,PAS,05/12/2015,21,4DSD,NISSA,T,7740,7990,37290,01/01/20170104 12:00:00 PM,114,114,114,355697,T401,Q,1139A,,Q,F,31-75,29th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2014,,0,31 4,21-No Parking (street clean),,,,,,,,,,,
8018677712,T653918C,NY,OMT,05/21/2015,21,4DSD,TOYOT,T,72320,26670,40520,01/01/20150731 12:00:00 PM,0042,42,42,357371,T201,X,0811A,,BX,F,1173,Vyse Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,WH,,2014,,0,Q 21,21-No Parking (street clean),,,,,,,,,,,
7578730459,GKZ9055,NY,PAS,11/21/2014,21,4DSD,ACURA,T,53920,55720,18520,01/01/20160101 12:00:00 PM,0043,43,43,357732,T202,A,0942A,,BX,O,2146,Newbold Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,WH,,2002,,0,12A,21-No Parking (street clean),,,,,,,,,,,
7793554656,81091MB,NY,COM,09/09/2014,37,SUBN,NS/OT,T,10110,18590,18610,01/01/20160104 12:00:00 PM,0019,19,19,354125,T103,Q,1051A,1043A,NY,F,1546,2nd Ave,,01/01/20140909 12:00:00 PM,408,h1,,Y,0830A,0700P,GREEN,,2003,126-4950,0,C 77,37-Expired Muni Meter,,,,,,,,,,,
1375236910,GJS5597,NY,PAS,09/23/2014,38,SDN,HONDA,P,41930,0,0,01/01/20150807 12:00:00 PM,0071,71,71,956215,0071,0000,0649P,,K,F,840,FRANKLIN AV,E,01/05/0001 12:00:00 PM,408,I4,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,,,,,,,,,
7211165765,ETU5293,NY,PAS,11/04/2014,38,4DSD,LEXUS,T,6630,5430,5580,01/01/20150812 12:00:00 PM,0078,78,78,361368,T302,O,0125P,,K,O,205,15th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2012,,0,56 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8018711094,EWT8528,NY,PAS,05/28/2015,37,SUBN,HONDA,T,29320,10020,73520,01/01/20160222 12:00:00 PM,0052,52,52,361340,T201,L,0120P,1257P,BX,O,171,E Gun Hill Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2013,207-3007,0,41 2,37-Expired Muni Meter,,,,,,,,,,,
1367471345,GSE2596,NY,PAS,08/09/2014,71,SDN,TOYOT,P,27820,31390,31510,01/01/20160729 12:00:00 PM,101,101,101,946050,0101,0000,1005A,,Q,F,54-09,ALMEDA AVE,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,WH,0,2014,-,0,,,,,,,,,,,,,
7006635950,GMW4217,NY,PAS,04/02/2015,71,4DSD,ME/BE,T,57790,0,0,01/01/20160307 12:00:00 PM,114,114,114,347619,T401,F,1228P,,Q,I,N,Northern Blvd,45ft E/of 38th St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2013,,0,28 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7012261912,87628MC,NY,COM,12/19/2014,40,DELV,INTER,T,10010,0,0,01/01/20150228 12:00:00 PM,0019,19,19,358669,T103,Q,0136P,,NY,I,E,1st Ave,1ft S/of E 75th St,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,RD,,2013,,0,17 7,40-Fire Hydrant,,,,,,,,,,,
8007021619,DT50359,AL,PAS,12/19/2014,21,4DSD,ME/BE,T,90680,0,0,01/01/20151188 12:00:00 PM,0062,62,62,351343,T302,A,0959A,,K,I,E,W 4th St,5ft S/of Avenue P,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BLACK,,0,,0,04 3,21-No Parking (street clean),,,,,,,,,,,
7988181105,DLM5398,NY,PAS,12/05/2014,21,4DSD,HONDA,T,90530,9830,14380,01/01/20151124 12:00:00 PM,0061,61,61,332107,T302,M,0938A,,K,F,1543,W 1st St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,WH,,1998,,0,O 32,21-No Parking (street clean),,,,,,,,,,,
7985378662,AP580Z,NJ,PAS,11/18/2014,84,DELV,FRUEH,T,17790,0,0,01/01/88888888 12:00:00 PM,0014,14,14,341966,T106,E,0720A,,NY,I,N,E 40th St,10ft W/of Madison Av,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,55 6,84-Platform lifts in low posit,,,,,,,,,,,
7565529965,81651JN,NY,COM,07/23/2014,48,DELV,INTER,T,37370,21190,28890,01/01/20141130 12:00:00 PM,0034,34,34,355180,T103,J,1033A,,NY,F,815,W 181st St,,01/05/0001 12:00:00 PM,408,e9,,,,,WHITE,,2004,,0,21 7,48-Bike Lane,,,,,,,,,,,
7969133666,FYK4168,NY,PAS,11/24/2014,38,4DSD,TOYOT,T,76950,72820,49020,01/01/20160320 12:00:00 PM,0043,43,43,359283,T202,F,0357P,,BX,O,1563,Westchester Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WH,,2002,,0,03P,38-Failure to Display Muni Rec,,,,,,,,,,,
7715546963,AM871N,NJ,PAS,12/24/2014,14,DELV,INTER,T,34650,30550,10810,01/01/88888888 12:00:00 PM,0018,18,18,345536,T503,B1,0613A,,NY,F,234,W 44th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREEN,,0,,0,17 7,14-No Standing,,,,,,,,,,,
