Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1363748233,GXB4444,NY,PAS,07/09/2015,68,SDN,HONDA,P,0,0,0,20170324,0084,84,301,343920,T301,0000,1048A,,K,,,N/S JORALEMON ST,W/O COURT ST,0,408,I3,,BBBBBBB,ALL,ALL,BLUE,0,2008,-,0,,,,,,,,,,,,,
1363748245,GGS6025,NY,PAS,07/09/2015,70,SDN,HONDA,P,81330,29830,20110,20150623,0084,84,301,343920,T301,0000,1149A,,K,F,187,STATE ST,,0,408,A1,,BBBBBBB,ALL,ALL,RED,0,2002,-,0,,,,,,,,,,,,,
1363748257,GRG6837,NY,PAS,07/09/2015,68,SDN,ME/BE,P,29830,68930,31830,20160602,0084,84,301,343920,T301,0000,1200P,,K,F,155,COURT ST,,0,408,J3,,YYYYYBB,0800A,0400P,BLK,0,2014,-,0,,,,,,,,,,,,,
1363748269,GPJ9872,NY,PAS,07/09/2015,37,SDN,HYUND,P,29830,13430,68930,20160528,0084,84,301,343920,T301,0000,1215P,1145A,K,F,132,COURT ST,,0,408,A1,,YYYYYYB,0730A,0700P,BLK,0,2014,-,0,,,,,,,,,,,,,
1363748270,GXG2877,NY,PAS,07/09/2015,70,SDN,TOYOT,P,77730,31830,19230,20150707,0084,84,301,343920,T301,0000,1222P,,K,F,138,SMITH ST,,0,408,I3,,BBBBBBB,ALL,ALL,BLK,0,2011,-,0,,,,,,,,,,,,,
1363748439,GKT1140,NY,PAS,07/09/2015,21,SUBN,ME/BE,P,79430,31530,54130,20151203,0088,88,0,361328,TEBN,0000,0944A,,K,F,72,S PORTLAND AVE,,0,408,D,,BBBYBBB,0930A,1100A,BK,0,2011,-,0,,,,,,,,,,,,,
1363748440,GLB7437,NY,PAS,07/09/2015,21,SUBN,VOLKS,P,79430,31530,54130,20151118,0088,88,0,361328,TEBN,0000,0947A,,K,F,72,S PORTLAND AVE,,0,408,D1,,BBBYBBB,0930A,1100A,BK,0,2013,-,0,,,,,,,,,,,,,
1363748452,GZY1234,NY,PAS,07/09/2015,21,SDN,TOYOT,P,79430,31530,54130,20170625,0088,88,0,361328,TEBN,0000,0952A,,K,F,28,S. PORTLAND AVE,,0,408,D1,,BBBYBBB,0930A,1100A,WH,0,2009,-,0,,,,,,,,,,,,,
1363748464,GFV8489,NY,PAS,07/09/2015,21,SDN,TOYOT,P,0,0,0,20170502,0088,88,0,361328,TEBN,0000,0958A,,K,,,N/S DEKALB AVE,W/O S PORTLAND AVE,0,408,D1,,BBBYBBB,0930A,1100A,RED,0,1995,-,0,,,,,,,,,,,,,
1363748476,X15EGU,NJ,PAS,07/09/2015,20,SUBN,NISSA,P,0,0,0,0,0088,88,0,361328,0000,0000,1010A,,K,,,S/S DEKALB AVE,W/OF S ELLIOT PL,0,408,D1,,BBBBBBB,0700A,0400P,BK,0,0,-,0,,,,,,,,,,,,,
1363748490,GDM1774,NY,PAS,07/09/2015,38,SDN,HONDA,P,31530,63985,13230,20161230,0088,88,0,361328,TEBN,0000,1026A,,K,F,94,DEKALB AVE,,0,408,D,,YYYYYYB,0900A,0700P,GY,0,2013,-,0,,,,,,,,,,,,,

7037692864,T671196C,NY,PAS,05/19/2015,19,4DSD,CHRYS,T,36090,10410,24690,01/01/88888888 12:00:00 PM,0028,28,28,341248,T103,X,0410P,,NY,F,66,W 116th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BLACK,,0,,0,19 7,19-No Stand (bus stop),,,,,,,,,,,
7704791394,JJF6834,PA,PAS,11/20/2014,21,4DSD,NISSA,T,74230,37980,38030,01/01/20150688 12:00:00 PM,0067,67,67,357104,T302,A,0839A,,K,F,1013,Rutland Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,WHITE,,0,,0,C 32,21-No Parking (street clean),,,,,,,,,,,
7541599104,FYP8263,NY,PAS,08/01/2014,21,SUBN,HONDA,T,77530,63030,93230,01/01/20160605 12:00:00 PM,0079,79,79,355251,T301,O,0951A,,K,F,155,Skillman St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,BK,,2012,,0,10 3,21-No Parking (street clean),,,,,,,,,,,
7443513951,FZL7450,NY,PAS,07/19/2014,71,4DSD,VOLVO,T,49210,0,0,01/01/20140927 12:00:00 PM,103,103,103,353083,T402,L,1043A,,Q,I,S,Henderson Ave,30ft W/of 189th St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GR,,2002,,0,A 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7426321423,86318MA,NY,COM,09/23/2014,69,VAN,CHEVR,T,21690,26990,26790,01/01/20150720 12:00:00 PM,0005,5,5,346381,T105,E,0144P,,NY,O,199,Grand St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2007,,0,093,69-Failure to Disp Muni Recpt,,,,,,,,,,,
8017159560,GKX8095,NY,PAS,01/20/2015,71,4DSD,LEXUS,T,35490,35780,22670,01/01/20151207 12:00:00 PM,113,113,113,361082,T402,R,0259P,,Q,F,137-22,Bedell St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GREEN,,1993,,0,N 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8017159560,GKX8095,NY,PAS,01/20/2015,71,4DSD,LEXUS,T,35490,35780,22670,01/01/20151207 12:00:00 PM,113,113,113,361082,T402,R,0259P,,Q,F,137-22,Bedell St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GREEN,,1993,,0,N 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7002571382,CXT8949,TX,PAS,02/17/2015,20,SUBN,MAZDA,T,51190,9140,61090,01/01/88880088 12:00:00 PM,109,109,109,359625,T401,G,0459P,,Q,O,39-15,Janet Pl,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,17 4,20A-No Parking (Non-COM),,,,,,,,,,,
7939966900,GSR4914,NY,PAS,05/05/2015,20,SUBN,DODGE,T,20090,14010,22890,01/01/20160911 12:00:00 PM,0005,5,5,361097,T101,E,0127P,,NY,O,48,Eldridge St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,SILVE,,2008,,0,53 1,20A-No Parking (Non-COM),,,,,,,,,,,
7704167637,XBVP75,NJ,PAS,10/21/2014,16,VAN,FORD,T,5780,24830,43130,01/01/20140088 12:00:00 PM,0078,78,78,361332,T302,K,0401P,1200P,K,F,138,7th Ave,,01/05/0001 12:00:00 PM,408,k2,,YYYYYYY,,,WHITE,,0,,0,59 3,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7095480941,AP515N,NJ,PAS,08/21/2014,85,DELV,FRUEH,T,10790,19040,18990,01/01/88888888 12:00:00 PM,110,110,110,354200,T803,B,0225A,1014P,Q,O,97-11,50th Ave,,01/05/0001 12:00:00 PM,408,k5,,,,,WHITE,,0,,0,G 42,85-Storage-3 hour Commercial,,,,,,,,,,,
7831181295,16238TC,NY,TRC,08/07/2014,14,TRAC,PETER,T,13610,34410,34430,01/01/20150430 12:00:00 PM,0014,14,14,345058,T102,C,0802A,,NY,O,1260,Broadway,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BLUE,,2014,,0,04 6,14-No Standing,,,,,,,,,,,
8007006229,122YEZ,CT,PAS,08/26/2014,21,4DSD,NISSA,T,5580,9080,9130,01/01/20140088 12:00:00 PM,0072,72,72,332021,T302,L,0817A,,K,O,5022,5th Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0830A,TAN,,0,,0,J 32,21-No Parking (street clean),,,,,,,,,,,
1369109532,65920JW,NY,COM,06/23/2014,46,VAN,MERCU,P,18770,10010,45590,01/01/20141031 12:00:00 PM,0019,19,19,942227,0019,0000,0945A,,NY,F,428,E 89,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2007,-,0,,,,,,,,,,,,,
7580650400,GBU2135,NY,PAS,09/24/2014,71,SUBN,HONDA,T,10110,17190,17210,01/01/20160816 12:00:00 PM,0009,9,9,361338,T105,C,0804P,,NY,F,166,2nd Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2012,,0,002,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7420795630,6AJWV5,CT,PAS,10/04/2014,37,SUBN,FORD,T,40220,27180,27270,01/01/88880088 12:00:00 PM,0048,48,48,361051,T201,G,0403P,0318P,BX,F,2390,Hoffman St,,01/01/20141004 12:00:00 PM,408,h1,,Y,0800A,0700P,BLACK,,0,213-1194,0,34 2,37-Expired Muni Meter,,,,,,,,,,,
1379105602,GDL7305,NY,PAS,01/21/2015,70,SDN,TOYOT,P,19330,10010,29090,01/01/20150105 12:00:00 PM,0025,25,25,919749,0025,0000,0644P,,NY,O,414,EAST 119 STR,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2012,-,0,,,,,,,,,,,,,

1287320570,GEJ9154,NY,PAS,08/06/2013,51,VAN,TOYOT,X,93230,74830,67030,20150321,0079,79,110,349476,T110,0000,1120A,,K,O,436,WILLOUGHBY AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,,,,,,,,,
1287517304,6B22924,ID,PAS,07/22/2013,20,SDN,VOLKS,T,36250,10610,10810,0,0028,28,108,331847,T108,0000,0521P,,NY,F,238,W 124 ST,,0,408,D,,YYYYYYB,0800A,0600P,GY,0,0,-,0,,,,,,,,,,,,,
1287517316,4135TE,ME,PAS,07/22/2013,14,SDN,TOYOT,T,0,0,0,0,0026,26,108,331847,T108,0000,0251P,,NY,,,E/S CONVENT AVE,200  S O W 135,0,408,D,,YYYYYYY,ALL,ALL,BL,0,0,-,0,,,,,,,,,,,,,
1287518126,WMI,CT,PAS,07/24/2013,31,SUBN,ME/BE,T,34510,13610,10610,0,0014,14,108,330898,T108,0000,0410P,,,O,142,W 37 ST,,0,408,I3,,YYYYYYB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
1287603671,P752957,99,999,07/20/2013,85,DELV,VOLVO,T,17330,89740,9530,0,0066,66,108,338568,T108,0000,0246A,1134P,K,F,5810,BAY PARKWAY,,20130719,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,,,,,,,,,
1287603683,P774757,IL,PAS,03/20/2013,85,TRLR,VOLVO,T,17330,89740,9530,0,0066,66,108,338568,T108,0000,0300A,0950P,K,O,5810,BAY PARKWAY,,20130719,408,K5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1288135920,GFM8884,NY,OMS,07/24/2013,19,SUBN,ME/BE,X,0,40404,40404,20140930,0084,84,0,881709,KINA,0000,0105P,,K,F,209,JORLEMON ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0,2013,-,0,,,,,,,,,,,,,
1288259270,43517LA,NY,PAS,08/02/2013,18,SDN,CADIL,P,73720,26640,26670,20140331,0046,46,401,906480,0401,0000,0450P,,NY,F,1135,WEBSTER AVE,,0,408,F4,,BBBBBBB,ALL,ALL,WHT,0,2004,-,0,,,,,,,,,,,,,
1288360800,HYM4303,PA,PAS,08/06/2013,41,SDN,MITSU,P,29090,13113,13113,0,0025,25,805,948345,0805,0000,0618P,,,O,50,PALADINO,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,,,,,,,,,
1289971754,XDB4574,VA,PAS,08/01/2013,40,VAN,TOYOT,P,13610,34750,34770,20140731,,0,0,930825,0000,0000,0730P,,NY,F,1619,BROADWAY,,0,408,I4,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,,,,,,,,,
1290136210,GGW7930,NY,PAS,07/25/2013,74,SUBN,MAZDA,P,56600,52400,28280,20150609,120,120,120,942302,0120,0000,0845A,,R,O,29,YORK AVE,,0,408,D,,BBBBBBB,ALL,ALL,TAN,0,2002,-,0,,,,,,,,,,,,,
1290834349,429J6JM,NY,COM,07/23/2013,46,DELV,INTER,P,0,40404,40404,0,107,107,107,947582,0107,0000,1037A,,Q,F,67-21,UTOPIA PWKY,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,1996,-,0,,,,,,,,,,,,,
1290834362,GBC9079,NY,PAS,07/27/2013,98,SDN,MERCU,P,14490,24590,24690,20140726,107,107,107,947582,0107,0000,0927A,,,O,170-10,69 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,,,,,,,,,
1290834374,42587JW,NY,COM,07/30/2013,46,DELV,FORD,P,65590,25270,25340,20141219,107,107,107,947582,0107,0000,1119A,,Q,O,189-17,UNION TPK,,0,408,F7,,BBBBBBB,ALL,ALL,YELL,0,0,-,0,,,,,,,,,,,,,
1290834386,SES174,NB,PAS,08/15/2013,19,SDN,NISSA,P,49690,25040,24990,0,107,107,107,947582,0107,0000,1050A,,Q,F,179-09,HILLSIDE AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,,,,,,,,,
1291204167,JCE3366,PA,PAS,07/24/2013,74,SUBN,FORD,P,14980,70030,73110,0,0081,81,803,946127,0803,0000,1015A,,K,F,326,BAINBRIDGE ST,,0,408,D5,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,,,,,,,,,
