geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,zip code tabulation area
08352,ZCTA5 08352,508.0,,152.0,,08352
08353,ZCTA5 08353,492.0,,86.0,,08353
08360,ZCTA5 08360,43376.0,,1353.0,,08360
08361,ZCTA5 08361,18431.0,,1002.0,,08361
08401,ZCTA5 08401,39547.0,,47.0,,08401
08402,ZCTA5 08402,6304.0,,20.0,,08402
08403,ZCTA5 08403,1090.0,,114.0,,08403
08406,ZCTA5 08406,10593.0,,26.0,,08406
08501,ZCTA5 08501,6388.0,,438.0,,08501
08502,ZCTA5 08502,11834.0,,369.0,,08502
08505,ZCTA5 08505,17920.0,,537.0,,08505
08510,ZCTA5 08510,5173.0,,537.0,,08510
08511,ZCTA5 08511,719.0,,191.0,,08511
08512,ZCTA5 08512,11078.0,,610.0,,08512
08514,ZCTA5 08514,5131.0,,734.0,,08514
08515,ZCTA5 08515,6221.0,,229.0,,08515
08518,ZCTA5 08518,5299.0,,360.0,,08518
08520,ZCTA5 08520,27100.0,,586.0,,08520
08525,ZCTA5 08525,4874.0,,394.0,,08525
08527,ZCTA5 08527,55459.0,,145.0,,08527
13101,ZCTA5 13101,2367.0,,265.0,,13101
13102,ZCTA5 13102,9.0,,15.0,,13102
13103,ZCTA5 13103,489.0,,291.0,,13103
13104,ZCTA5 13104,16000.0,,733.0,,13104
13108,ZCTA5 13108,6450.0,,291.0,,13108
13110,ZCTA5 13110,2257.0,,242.0,,13110
13111,ZCTA5 13111,1623.0,,355.0,,13111
13112,ZCTA5 13112,1950.0,,295.0,,13112
13113,ZCTA5 13113,264.0,,89.0,,13113
13114,ZCTA5 13114,6772.0,,558.0,,13114
13115,ZCTA5 13115,192.0,,90.0,,13115
13116,ZCTA5 13116,3514.0,,16.0,,13116
13117,ZCTA5 13117,269.0,,120.0,,13117
13118,ZCTA5 13118,6247.0,,236.0,,13118
13120,ZCTA5 13120,1929.0,,313.0,,13120
13122,ZCTA5 13122,1325.0,,360.0,,13122
13123,ZCTA5 13123,229.0,,145.0,,13123
13124,ZCTA5 13124,78.0,,23.0,,13124
13126,ZCTA5 13126,36772.0,,423.0,,13126
13131,ZCTA5 13131,3493.0,,355.0,,13131
13132,ZCTA5 13132,3347.0,,424.0,,13132
13134,ZCTA5 13134,97.0,,65.0,,13134
13135,ZCTA5 13135,7065.0,,695.0,,13135
13136,ZCTA5 13136,485.0,,73.0,,13136
13138,ZCTA5 13138,0.0,,11.0,,13138
13140,ZCTA5 13140,4362.0,,253.0,,13140
13141,ZCTA5 13141,583.0,,157.0,,13141
13142,ZCTA5 13142,6058.0,,554.0,,13142
13143,ZCTA5 13143,2894.0,,363.0,,13143
13144,ZCTA5 13144,1964.0,,420.0,,13144
13145,ZCTA5 13145,2028.0,,183.0,,13145
13146,ZCTA5 13146,2082.0,,265.0,,13146
13147,ZCTA5 13147,1286.0,,201.0,,13147
13148,ZCTA5 13148,10808.0,,307.0,,13148
13152,ZCTA5 13152,8150.0,,320.0,,13152
13153,ZCTA5 13153,201.0,,98.0,,13153
13155,ZCTA5 13155,742.0,,129.0,,13155
13156,ZCTA5 13156,2152.0,,316.0,,13156
13157,ZCTA5 13157,729.0,,171.0,,13157
13158,ZCTA5 13158,1573.0,,166.0,,13158
13159,ZCTA5 13159,5370.0,,286.0,,13159
13160,ZCTA5 13160,2128.0,,218.0,,13160
13162,ZCTA5 13162,519.0,,254.0,,13162
13163,ZCTA5 13163,419.0,,140.0,,13163
13164,ZCTA5 13164,2494.0,,337.0,,13164
13165,ZCTA5 13165,10753.0,,325.0,,13165
13166,ZCTA5 13166,5534.0,,234.0,,13166
13167,ZCTA5 13167,3096.0,,311.0,,13167
13202,ZCTA5 13202,5878.0,,493.0,,13202
13203,ZCTA5 13203,16406.0,,832.0,,13203
13204,ZCTA5 13204,19896.0,,893.0,,13204
13205,ZCTA5 13205,18729.0,,778.0,,13205
13206,ZCTA5 13206,16428.0,,908.0,,13206
13207,ZCTA5 13207,13110.0,,644.0,,13207
13208,ZCTA5 13208,22353.0,,802.0,,13208
13209,ZCTA5 13209,13492.0,,491.0,,13209
13210,ZCTA5 13210,27737.0,,983.0,,13210
13211,ZCTA5 13211,6515.0,,400.0,,13211
13212,ZCTA5 13212,20417.0,,522.0,,13212
13214,ZCTA5 13214,9032.0,,528.0,,13214
13215,ZCTA5 13215,15646.0,,449.0,,13215
13219,ZCTA5 13219,14955.0,,498.0,,13219
13224,ZCTA5 13224,8628.0,,588.0,,13224
13290,ZCTA5 13290,0.0,,11.0,,13290
13301,ZCTA5 13301,84.0,,48.0,,13301
13302,ZCTA5 13302,1795.0,,179.0,,13302
13303,ZCTA5 13303,1160.0,,168.0,,13303
13304,ZCTA5 13304,1691.0,,245.0,,13304
13305,ZCTA5 13305,469.0,,215.0,,13305
13308,ZCTA5 13308,2695.0,,452.0,,13308
13309,ZCTA5 13309,5755.0,,184.0,,13309
13310,ZCTA5 13310,481.0,,242.0,,13310
13312,ZCTA5 13312,492.0,,113.0,,13312
13313,ZCTA5 13313,525.0,,101.0,,13313
13314,ZCTA5 13314,664.0,,181.0,,13314
13315,ZCTA5 13315,1400.0,,188.0,,13315
13316,ZCTA5 13316,6687.0,,275.0,,13316
13317,ZCTA5 13317,3917.0,,230.0,,13317
13318,ZCTA5 13318,1175.0,,219.0,,13318
16114,ZCTA5 16114,578.0,,104.0,,16114
16115,ZCTA5 16115,3276.0,,245.0,,16115
16116,ZCTA5 16116,2840.0,,338.0,,16116
16117,ZCTA5 16117,17210.0,,762.0,,16117
16120,ZCTA5 16120,2088.0,,283.0,,16120
16121,ZCTA5 16121,4808.0,,48.0,,16121
16123,ZCTA5 16123,2178.0,,340.0,,16123
16124,ZCTA5 16124,1989.0,,286.0,,16124
16125,ZCTA5 16125,18163.0,,415.0,,16125
16127,ZCTA5 16127,15862.0,,204.0,,16127
16130,ZCTA5 16130,1902.0,,133.0,,16130
16131,ZCTA5 16131,821.0,,104.0,,16131
16132,ZCTA5 16132,262.0,,145.0,,16132
16133,ZCTA5 16133,1590.0,,122.0,,16133
16134,ZCTA5 16134,3960.0,,316.0,,16134
16136,ZCTA5 16136,708.0,,152.0,,16136
16137,ZCTA5 16137,12889.0,,423.0,,16137
16140,ZCTA5 16140,68.0,,53.0,,16140
16141,ZCTA5 16141,2010.0,,244.0,,16141
16142,ZCTA5 16142,7192.0,,409.0,,16142
16143,ZCTA5 16143,3360.0,,486.0,,16143
16145,ZCTA5 16145,2560.0,,156.0,,16145
16146,ZCTA5 16146,13754.0,,29.0,,16146
16148,ZCTA5 16148,16642.0,,117.0,,16148
16150,ZCTA5 16150,7253.0,,147.0,,16150
16151,ZCTA5 16151,96.0,,41.0,,16151
16153,ZCTA5 16153,2608.0,,192.0,,16153
16154,ZCTA5 16154,2448.0,,236.0,,16154
16155,ZCTA5 16155,87.0,,74.0,,16155
16156,ZCTA5 16156,2864.0,,226.0,,16156
16157,ZCTA5 16157,3287.0,,297.0,,16157
16159,ZCTA5 16159,4578.0,,379.0,,16159
16160,ZCTA5 16160,1036.0,,169.0,,16160
16161,ZCTA5 16161,855.0,,189.0,,16161
16201,ZCTA5 16201,18078.0,,500.0,,16201
16210,ZCTA5 16210,1168.0,,302.0,,16210
16211,ZCTA5 16211,109.0,,37.0,,16211
16212,ZCTA5 16212,291.0,,60.0,,16212
16213,ZCTA5 16213,171.0,,68.0,,16213
16214,ZCTA5 16214,9806.0,,295.0,,16214
16217,ZCTA5 16217,87.0,,31.0,,16217
16218,ZCTA5 16218,1262.0,,327.0,,16218
16222,ZCTA5 16222,2319.0,,265.0,,16222
16223,ZCTA5 16223,171.0,,65.0,,16223
16224,ZCTA5 16224,1365.0,,158.0,,16224
16226,ZCTA5 16226,7896.0,,397.0,,16226
16228,ZCTA5 16228,435.0,,92.0,,16228
16229,ZCTA5 16229,5100.0,,358.0,,16229
16230,ZCTA5 16230,449.0,,74.0,,16230
16232,ZCTA5 16232,4319.0,,234.0,,16232
16233,ZCTA5 16233,1065.0,,238.0,,16233
16235,ZCTA5 16235,1216.0,,128.0,,16235
16236,ZCTA5 16236,426.0,,221.0,,16236
16238,ZCTA5 16238,403.0,,93.0,,16238
16239,ZCTA5 16239,5141.0,,261.0,,16239
16240,ZCTA5 16240,1446.0,,140.0,,16240
16242,ZCTA5 16242,4518.0,,217.0,,16242
16244,ZCTA5 16244,142.0,,52.0,,16244
16245,ZCTA5 16245,196.0,,42.0,,16245
16246,ZCTA5 16246,240.0,,53.0,,16246
16248,ZCTA5 16248,3178.0,,202.0,,16248
16249,ZCTA5 16249,2013.0,,211.0,,16249
16250,ZCTA5 16250,268.0,,102.0,,16250
16253,ZCTA5 16253,83.0,,34.0,,16253
16254,ZCTA5 16254,3443.0,,195.0,,16254
16255,ZCTA5 16255,1692.0,,154.0,,16255
16256,ZCTA5 16256,2195.0,,273.0,,16256
16258,ZCTA5 16258,2048.0,,350.0,,16258
16259,ZCTA5 16259,1871.0,,169.0,,16259
16260,ZCTA5 16260,387.0,,151.0,,16260
16262,ZCTA5 16262,2813.0,,212.0,,16262
16263,ZCTA5 16263,420.0,,163.0,,16263
16301,ZCTA5 16301,16039.0,,349.0,,16301
16311,ZCTA5 16311,613.0,,86.0,,16311
16312,ZCTA5 16312,3.0,,4.0,,16312
16313,ZCTA5 16313,1735.0,,160.0,,16313
16314,ZCTA5 16314,5443.0,,259.0,,16314
16316,ZCTA5 16316,5230.0,,292.0,,16316
16317,ZCTA5 16317,1567.0,,143.0,,16317
19710,ZCTA5 19710,19.0,,28.0,,19710
19711,ZCTA5 19711,51072.0,,1096.0,,19711
19713,ZCTA5 19713,30710.0,,960.0,,19713
19716,ZCTA5 19716,1002.0,,393.0,,19716
19717,ZCTA5 19717,4358.0,,949.0,,19717
19720,ZCTA5 19720,61833.0,,1686.0,,19720
19730,ZCTA5 19730,1197.0,,778.0,,19730
19731,ZCTA5 19731,210.0,,123.0,,19731
19732,ZCTA5 19732,68.0,,65.0,,19732
19733,ZCTA5 19733,251.0,,128.0,,19733
19734,ZCTA5 19734,11995.0,,712.0,,19734
19735,ZCTA5 19735,46.0,,72.0,,19735
19736,ZCTA5 19736,0.0,,11.0,,19736
19801,ZCTA5 19801,15622.0,,658.0,,19801
19802,ZCTA5 19802,26273.0,,1053.0,,19802
19803,ZCTA5 19803,21339.0,,636.0,,19803
19804,ZCTA5 19804,17593.0,,709.0,,19804
19805,ZCTA5 19805,41112.0,,1145.0,,19805
19806,ZCTA5 19806,9506.0,,541.0,,19806
19807,ZCTA5 19807,7098.0,,440.0,,19807
19808,ZCTA5 19808,38767.0,,1225.0,,19808
19809,ZCTA5 19809,15231.0,,874.0,,19809
19810,ZCTA5 19810,25369.0,,566.0,,19810
19901,ZCTA5 19901,37135.0,,1355.0,,19901
19902,ZCTA5 19902,399.0,,11.0,,19902
19904,ZCTA5 19904,33218.0,,1452.0,,19904
19930,ZCTA5 19930,2250.0,,232.0,,19930
19931,ZCTA5 19931,214.0,,83.0,,19931
19933,ZCTA5 19933,9220.0,,741.0,,19933
19934,ZCTA5 19934,14234.0,,944.0,,19934
19936,ZCTA5 19936,288.0,,152.0,,19936
19938,ZCTA5 19938,8992.0,,605.0,,19938
19939,ZCTA5 19939,5944.0,,809.0,,19939
19940,ZCTA5 19940,5197.0,,516.0,,19940
19941,ZCTA5 19941,2886.0,,426.0,,19941
19943,ZCTA5 19943,12548.0,,938.0,,19943
19944,ZCTA5 19944,641.0,,101.0,,19944
19945,ZCTA5 19945,7483.0,,1054.0,,19945
19946,ZCTA5 19946,4321.0,,565.0,,19946
19947,ZCTA5 19947,18990.0,,845.0,,19947
19950,ZCTA5 19950,7733.0,,771.0,,19950
19951,ZCTA5 19951,1790.0,,378.0,,19951
19952,ZCTA5 19952,10502.0,,588.0,,19952
19953,ZCTA5 19953,3915.0,,439.0,,19953
19954,ZCTA5 19954,1435.0,,264.0,,19954
19955,ZCTA5 19955,94.0,,64.0,,19955
19956,ZCTA5 19956,15591.0,,777.0,,19956
19958,ZCTA5 19958,22768.0,,1235.0,,19958
19960,ZCTA5 19960,7143.0,,727.0,,19960
19962,ZCTA5 19962,10691.0,,1066.0,,19962
19963,ZCTA5 19963,19365.0,,613.0,,19963
19964,ZCTA5 19964,1331.0,,392.0,,19964
19966,ZCTA5 19966,27230.0,,1293.0,,19966
19967,ZCTA5 19967,798.0,,302.0,,19967
19968,ZCTA5 19968,9236.0,,614.0,,19968
19970,ZCTA5 19970,7347.0,,656.0,,19970
19971,ZCTA5 19971,12254.0,,743.0,,19971
19973,ZCTA5 19973,23706.0,,857.0,,19973
19975,ZCTA5 19975,8926.0,,724.0,,19975
19977,ZCTA5 19977,25449.0,,1343.0,,19977
19979,ZCTA5 19979,689.0,,176.0,,19979
20001,ZCTA5 20001,43731.0,,1438.0,,20001
20002,ZCTA5 20002,57412.0,,1600.0,,20002
20003,ZCTA5 20003,28538.0,,756.0,,20003
20004,ZCTA5 20004,1667.0,,221.0,,20004
20005,ZCTA5 20005,12947.0,,701.0,,20005
20006,ZCTA5 20006,2905.0,,396.0,,20006
20007,ZCTA5 20007,26687.0,,1003.0,,20007
20008,ZCTA5 20008,28141.0,,974.0,,20008
20009,ZCTA5 20009,51499.0,,1357.0,,20009
20010,ZCTA5 20010,32544.0,,1242.0,,20010
20011,ZCTA5 20011,66571.0,,1752.0,,20011
20012,ZCTA5 20012,14393.0,,827.0,,20012
20015,ZCTA5 20015,16331.0,,682.0,,20015
20016,ZCTA5 20016,35101.0,,1338.0,,20016
20017,ZCTA5 20017,19311.0,,964.0,,20017
20018,ZCTA5 20018,19957.0,,922.0,,20018
20019,ZCTA5 20019,56090.0,,1985.0,,20019
20020,ZCTA5 20020,53646.0,,1646.0,,20020
24361,ZCTA5 24361,5267.0,,476.0,,24361
24363,ZCTA5 24363,1521.0,,317.0,,24363
24366,ZCTA5 24366,537.0,,188.0,,24366
24368,ZCTA5 24368,5306.0,,550.0,,24368
24370,ZCTA5 24370,6104.0,,447.0,,24370
24374,ZCTA5 24374,893.0,,298.0,,24374
24375,ZCTA5 24375,1256.0,,256.0,,24375
24377,ZCTA5 24377,267.0,,109.0,,24377
24378,ZCTA5 24378,1145.0,,206.0,,24378
24380,ZCTA5 24380,2607.0,,439.0,,24380
24381,ZCTA5 24381,4243.0,,586.0,,24381
24382,ZCTA5 24382,13937.0,,609.0,,24382
24401,ZCTA5 24401,35427.0,,795.0,,24401
24411,ZCTA5 24411,175.0,,193.0,,24411
24412,ZCTA5 24412,66.0,,65.0,,24412
24413,ZCTA5 24413,131.0,,84.0,,24413
24415,ZCTA5 24415,90.0,,89.0,,24415
24416,ZCTA5 24416,8391.0,,373.0,,24416
24421,ZCTA5 24421,3777.0,,433.0,,24421
24422,ZCTA5 24422,6390.0,,283.0,,24422
24426,ZCTA5 24426,14176.0,,286.0,,24426
24430,ZCTA5 24430,4041.0,,410.0,,24430
24431,ZCTA5 24431,2148.0,,433.0,,24431
24432,ZCTA5 24432,349.0,,182.0,,24432
24433,ZCTA5 24433,72.0,,55.0,,24433
24435,ZCTA5 24435,2283.0,,469.0,,24435
24437,ZCTA5 24437,1211.0,,528.0,,24437
24439,ZCTA5 24439,1176.0,,273.0,,24439
24440,ZCTA5 24440,3281.0,,530.0,,24440
24441,ZCTA5 24441,6833.0,,578.0,,24441
24442,ZCTA5 24442,147.0,,64.0,,24442
24445,ZCTA5 24445,2270.0,,349.0,,24445
24448,ZCTA5 24448,345.0,,85.0,,24448
24450,ZCTA5 24450,16541.0,,740.0,,24450
24457,ZCTA5 24457,122.0,,104.0,,24457
24458,ZCTA5 24458,432.0,,116.0,,24458
24459,ZCTA5 24459,637.0,,221.0,,24459
24460,ZCTA5 24460,1525.0,,426.0,,24460
24464,ZCTA5 24464,187.0,,76.0,,24464
24465,ZCTA5 24465,1340.0,,134.0,,24465
24467,ZCTA5 24467,2065.0,,383.0,,24467
24471,ZCTA5 24471,1166.0,,317.0,,24471
24472,ZCTA5 24472,2146.0,,526.0,,24472
24473,ZCTA5 24473,679.0,,222.0,,24473
24474,ZCTA5 24474,363.0,,126.0,,24474
24476,ZCTA5 24476,249.0,,114.0,,24476
24477,ZCTA5 24477,10372.0,,789.0,,24477
24479,ZCTA5 24479,1224.0,,305.0,,24479
24482,ZCTA5 24482,4436.0,,610.0,,24482
24483,ZCTA5 24483,761.0,,320.0,,24483
24484,ZCTA5 24484,1146.0,,439.0,,24484
24485,ZCTA5 24485,167.0,,114.0,,24485
24486,ZCTA5 24486,4002.0,,579.0,,24486
24487,ZCTA5 24487,293.0,,202.0,,24487
24501,ZCTA5 24501,26074.0,,1480.0,,24501
24502,ZCTA5 24502,46545.0,,1489.0,,24502
24503,ZCTA5 24503,18901.0,,900.0,,24503
24504,ZCTA5 24504,10222.0,,1014.0,,24504
24517,ZCTA5 24517,5581.0,,468.0,,24517
24520,ZCTA5 24520,2005.0,,379.0,,24520
24521,ZCTA5 24521,10779.0,,830.0,,24521
24522,ZCTA5 24522,9558.0,,570.0,,24522
24523,ZCTA5 24523,19281.0,,887.0,,24523
24526,ZCTA5 24526,1092.0,,185.0,,24526
24527,ZCTA5 24527,3059.0,,350.0,,24527
24528,ZCTA5 24528,3072.0,,394.0,,24528
24529,ZCTA5 24529,1613.0,,321.0,,24529
24530,ZCTA5 24530,1425.0,,309.0,,24530
24531,ZCTA5 24531,8719.0,,567.0,,24531
24534,ZCTA5 24534,1447.0,,321.0,,24534
24536,ZCTA5 24536,244.0,,174.0,,24536
24538,ZCTA5 24538,4536.0,,671.0,,24538
24539,ZCTA5 24539,134.0,,65.0,,24539
24540,ZCTA5 24540,31267.0,,917.0,,24540
24541,ZCTA5 24541,28101.0,,799.0,,24541
24549,ZCTA5 24549,4421.0,,435.0,,24549
24550,ZCTA5 24550,8208.0,,908.0,,24550
24551,ZCTA5 24551,22966.0,,968.0,,24551
24553,ZCTA5 24553,2138.0,,577.0,,24553
28150,ZCTA5 28150,28416.0,,1209.0,,28150
28152,ZCTA5 28152,24361.0,,1097.0,,28152
28159,ZCTA5 28159,3078.0,,124.0,,28159
28160,ZCTA5 28160,3881.0,,238.0,,28160
28163,ZCTA5 28163,5757.0,,508.0,,28163
28164,ZCTA5 28164,14200.0,,848.0,,28164
28166,ZCTA5 28166,9310.0,,759.0,,28166
28167,ZCTA5 28167,2239.0,,554.0,,28167
28168,ZCTA5 28168,10171.0,,767.0,,28168
28169,ZCTA5 28169,143.0,,105.0,,28169
28170,ZCTA5 28170,11237.0,,602.0,,28170
28173,ZCTA5 28173,49606.0,,1031.0,,28173
28174,ZCTA5 28174,9329.0,,582.0,,28174
28202,ZCTA5 28202,11602.0,,651.0,,28202
28203,ZCTA5 28203,13657.0,,713.0,,28203
28204,ZCTA5 28204,5841.0,,465.0,,28204
28205,ZCTA5 28205,46904.0,,1589.0,,28205
28206,ZCTA5 28206,12305.0,,874.0,,28206
28207,ZCTA5 28207,9666.0,,546.0,,28207
28208,ZCTA5 28208,35340.0,,1443.0,,28208
28209,ZCTA5 28209,22221.0,,1132.0,,28209
28210,ZCTA5 28210,45485.0,,1250.0,,28210
28211,ZCTA5 28211,29566.0,,1040.0,,28211
28212,ZCTA5 28212,42007.0,,1627.0,,28212
28213,ZCTA5 28213,37556.0,,1239.0,,28213
28214,ZCTA5 28214,36328.0,,1660.0,,28214
28215,ZCTA5 28215,56339.0,,1797.0,,28215
28216,ZCTA5 28216,50505.0,,1909.0,,28216
28217,ZCTA5 28217,28415.0,,1366.0,,28217
28226,ZCTA5 28226,38606.0,,968.0,,28226
28227,ZCTA5 28227,54415.0,,1386.0,,28227
28244,ZCTA5 28244,0.0,,12.0,,28244
28262,ZCTA5 28262,42101.0,,1357.0,,28262
28269,ZCTA5 28269,76360.0,,1925.0,,28269
28270,ZCTA5 28270,32716.0,,980.0,,28270
28273,ZCTA5 28273,34450.0,,1285.0,,28273
28277,ZCTA5 28277,67095.0,,1499.0,,28277
28278,ZCTA5 28278,22888.0,,984.0,,28278
28280,ZCTA5 28280,0.0,,12.0,,28280
28282,ZCTA5 28282,0.0,,12.0,,28282
28301,ZCTA5 28301,17991.0,,813.0,,28301
28303,ZCTA5 28303,29197.0,,1109.0,,28303
28304,ZCTA5 28304,37207.0,,1162.0,,28304
28305,ZCTA5 28305,6123.0,,366.0,,28305
28306,ZCTA5 28306,43200.0,,1292.0,,28306
28307,ZCTA5 28307,18110.0,,892.0,,28307
28308,ZCTA5 28308,366.0,,152.0,,28308
28310,ZCTA5 28310,3731.0,,789.0,,28310
28311,ZCTA5 28311,34364.0,,1205.0,,28311
28312,ZCTA5 28312,18645.0,,834.0,,28312
28314,ZCTA5 28314,54109.0,,1278.0,,28314
28315,ZCTA5 28315,13478.0,,813.0,,28315
28318,ZCTA5 28318,4953.0,,841.0,,28318
28320,ZCTA5 28320,9490.0,,800.0,,28320
28323,ZCTA5 28323,3769.0,,470.0,,28323
28325,ZCTA5 28325,503.0,,164.0,,28325
28326,ZCTA5 28326,20358.0,,1472.0,,28326
28327,ZCTA5 28327,15394.0,,819.0,,28327
28328,ZCTA5 28328,28801.0,,1212.0,,28328
28330,ZCTA5 28330,534.0,,357.0,,28330
28332,ZCTA5 28332,597.0,,318.0,,28332
28333,ZCTA5 28333,10418.0,,995.0,,28333
28334,ZCTA5 28334,25533.0,,1138.0,,28334
28337,ZCTA5 28337,10713.0,,838.0,,28337
28338,ZCTA5 28338,4590.0,,537.0,,28338
28339,ZCTA5 28339,7049.0,,381.0,,28339
28340,ZCTA5 28340,10355.0,,698.0,,28340
28341,ZCTA5 28341,3881.0,,479.0,,28341
28342,ZCTA5 28342,252.0,,97.0,,28342
28343,ZCTA5 28343,1556.0,,392.0,,28343
28344,ZCTA5 28344,3695.0,,609.0,,28344
28345,ZCTA5 28345,12484.0,,536.0,,28345
28347,ZCTA5 28347,2094.0,,422.0,,28347
28348,ZCTA5 28348,33606.0,,1131.0,,28348
28349,ZCTA5 28349,4085.0,,730.0,,28349
28350,ZCTA5 28350,186.0,,193.0,,28350
28351,ZCTA5 28351,4078.0,,524.0,,28351
28352,ZCTA5 28352,26029.0,,651.0,,28352
28356,ZCTA5 28356,4945.0,,597.0,,28356
31044,ZCTA5 31044,3265.0,,510.0,,31044
31045,ZCTA5 31045,59.0,,35.0,,31045
31046,ZCTA5 31046,2921.0,,557.0,,31046
31047,ZCTA5 31047,12232.0,,997.0,,31047
31049,ZCTA5 31049,1659.0,,340.0,,31049
31050,ZCTA5 31050,1353.0,,384.0,,31050
31051,ZCTA5 31051,200.0,,68.0,,31051
31052,ZCTA5 31052,9196.0,,940.0,,31052
31054,ZCTA5 31054,1758.0,,266.0,,31054
31055,ZCTA5 31055,8253.0,,573.0,,31055
31057,ZCTA5 31057,1955.0,,265.0,,31057
31058,ZCTA5 31058,1474.0,,341.0,,31058
31060,ZCTA5 31060,2281.0,,305.0,,31060
31061,ZCTA5 31061,43916.0,,610.0,,31061
31062,ZCTA5 31062,496.0,,196.0,,31062
31063,ZCTA5 31063,5414.0,,423.0,,31063
31064,ZCTA5 31064,9275.0,,363.0,,31064
31065,ZCTA5 31065,833.0,,222.0,,31065
31066,ZCTA5 31066,1629.0,,358.0,,31066
31067,ZCTA5 31067,307.0,,105.0,,31067
31068,ZCTA5 31068,5216.0,,380.0,,31068
31069,ZCTA5 31069,20399.0,,1016.0,,31069
31070,ZCTA5 31070,993.0,,231.0,,31070
31071,ZCTA5 31071,1111.0,,192.0,,31071
31072,ZCTA5 31072,1354.0,,216.0,,31072
31075,ZCTA5 31075,2782.0,,466.0,,31075
31076,ZCTA5 31076,3360.0,,405.0,,31076
31077,ZCTA5 31077,1307.0,,276.0,,31077
31078,ZCTA5 31078,3110.0,,421.0,,31078
31079,ZCTA5 31079,2226.0,,276.0,,31079
31081,ZCTA5 31081,258.0,,191.0,,31081
31082,ZCTA5 31082,10179.0,,473.0,,31082
31083,ZCTA5 31083,333.0,,103.0,,31083
31084,ZCTA5 31084,75.0,,82.0,,31084
31085,ZCTA5 31085,1156.0,,234.0,,31085
31087,ZCTA5 31087,9015.0,,200.0,,31087
31088,ZCTA5 31088,50600.0,,1855.0,,31088
31089,ZCTA5 31089,4696.0,,399.0,,31089
31090,ZCTA5 31090,628.0,,109.0,,31090
31091,ZCTA5 31091,4925.0,,271.0,,31091
31092,ZCTA5 31092,7010.0,,397.0,,31092
31093,ZCTA5 31093,30606.0,,1512.0,,31093
31094,ZCTA5 31094,1026.0,,190.0,,31094
31096,ZCTA5 31096,7178.0,,312.0,,31096
31097,ZCTA5 31097,1238.0,,251.0,,31097
31098,ZCTA5 31098,3241.0,,423.0,,31098
31201,ZCTA5 31201,8737.0,,593.0,,31201
31204,ZCTA5 31204,29428.0,,1143.0,,31204
31206,ZCTA5 31206,30218.0,,1446.0,,31206
31207,ZCTA5 31207,1120.0,,191.0,,31207
31210,ZCTA5 31210,32414.0,,1560.0,,31210
31211,ZCTA5 31211,16251.0,,1018.0,,31211
31213,ZCTA5 31213,0.0,,13.0,,31213
31216,ZCTA5 31216,16796.0,,1210.0,,31216
31217,ZCTA5 31217,18193.0,,1240.0,,31217
31220,ZCTA5 31220,12847.0,,1107.0,,31220
31301,ZCTA5 31301,4432.0,,735.0,,31301
31302,ZCTA5 31302,9389.0,,937.0,,31302
31303,ZCTA5 31303,2436.0,,407.0,,31303
31304,ZCTA5 31304,0.0,,13.0,,31304
31305,ZCTA5 31305,7509.0,,813.0,,31305
31307,ZCTA5 31307,1115.0,,430.0,,31307
31308,ZCTA5 31308,7734.0,,826.0,,31308
31309,ZCTA5 31309,883.0,,273.0,,31309
31312,ZCTA5 31312,16529.0,,976.0,,31312
31313,ZCTA5 31313,41362.0,,693.0,,31313
31314,ZCTA5 31314,1567.0,,298.0,,31314
31315,ZCTA5 31315,8436.0,,539.0,,31315
31316,ZCTA5 31316,11820.0,,827.0,,31316
31318,ZCTA5 31318,488.0,,239.0,,31318
31320,ZCTA5 31320,9001.0,,512.0,,31320
31321,ZCTA5 31321,7272.0,,880.0,,31321
31322,ZCTA5 31322,23965.0,,1422.0,,31322
31323,ZCTA5 31323,1289.0,,207.0,,31323
31324,ZCTA5 31324,22319.0,,728.0,,31324
31326,ZCTA5 31326,19679.0,,852.0,,31326
31327,ZCTA5 31327,187.0,,193.0,,31327
31328,ZCTA5 31328,3393.0,,191.0,,31328
31329,ZCTA5 31329,9316.0,,917.0,,31329
35058,ZCTA5 35058,9565.0,,793.0,,35058
35060,ZCTA5 35060,344.0,,149.0,,35060
35061,ZCTA5 35061,1357.0,,332.0,,35061
35062,ZCTA5 35062,7482.0,,652.0,,35062
35063,ZCTA5 35063,3900.0,,446.0,,35063
35064,ZCTA5 35064,11415.0,,188.0,,35064
35068,ZCTA5 35068,7966.0,,419.0,,35068
35070,ZCTA5 35070,235.0,,92.0,,35070
35071,ZCTA5 35071,15763.0,,554.0,,35071
35072,ZCTA5 35072,5036.0,,556.0,,35072
35073,ZCTA5 35073,2506.0,,341.0,,35073
35074,ZCTA5 35074,101.0,,153.0,,35074
35077,ZCTA5 35077,12190.0,,870.0,,35077
35078,ZCTA5 35078,2106.0,,293.0,,35078
35079,ZCTA5 35079,8861.0,,1019.0,,35079
35080,ZCTA5 35080,16381.0,,420.0,,35080
35082,ZCTA5 35082,0.0,,11.0,,35082
35083,ZCTA5 35083,3670.0,,730.0,,35083
35085,ZCTA5 35085,8832.0,,843.0,,35085
35087,ZCTA5 35087,1448.0,,337.0,,35087
35089,ZCTA5 35089,1744.0,,357.0,,35089
35091,ZCTA5 35091,2932.0,,219.0,,35091
35094,ZCTA5 35094,14735.0,,968.0,,35094
35096,ZCTA5 35096,7786.0,,617.0,,35096
